Threshold, n_features, performance_score
Thresh=0.0082, n=10, Recall: 0.844
Thresh=0.0082, n=10, F1 score: 0.127
Thresh=0.0082, n=10, AUROC score: 0.831
Thresh=0.0084, n=9, Accuracy: 0.809
Thresh=0.0084, n=9, Precision: 0.064
Thresh=0.0084, n=9, Recall: 0.812
Thresh=0.0084, n=9, F1 score: 0.118
Thresh=0.0084, n=9, AUROC score: 0.811
Thresh=0.0085, n=5, Accuracy: 0.811
Thresh=0.0085, n=5, Precision: 0.068
Thresh=0.0085, n=5, Recall: 0.875
Thresh=0.0085, n=5, F1 score: 0.127
Thresh=0.0085, n=5, AUROC score: 0.842
Thresh=0.0089, n=4, Accuracy: 0.811
Thresh=0.0089, n=4, Precision: 0.068
Thresh=0.0089, n=4, Recall: 0.875
Thresh=0.0089, n=4, F1 score: 0.127
Thresh=0.0089, n=4, AUROC score: 0.842
Thresh=0.0091, n=3, Accuracy: 0.940
Thresh=0.0091, n=3, Precision: 0.111
Thresh=0.0091, n=3, Recall: 0.406
Thresh=0.0091, n=3, F1 score: 0.174
Thresh=0.0091, n=3, AUROC score: 0.677
Thresh=0.0100, n=2, Accuracy: 0.948
Thresh=0.0100, n=2, Precision: 0.124
Thresh=0.0100, n=2, Recall: 0.375
Thresh=0.0100, n=2, F1 score: 0.186
Thresh=0.0100, n=2, AUROC score: 0.666
Thresh=0.0000, n=2086, Accuracy: 0.858
Thresh=0.0000, n=2086, Precision: 0.084
Thresh=0.0000, n=2086, Recall: 0.812
Thresh=0.0000, n=2086, F1 score: 0.152
Thresh=0.0000, n=2086, AUROC score: 0.836
Thresh=0.0001, n=506, Accuracy: 0.873
Thresh=0.0001, n=506, Precision: 0.096
Thresh=0.0001, n=506, Recall: 0.844
Thresh=0.0001, n=506, F1 score: 0.173
Thresh=0.0001, n=506, AUROC score: 0.859
Thresh=0.0002, n=501, Accuracy: 0.861
Thresh=0.0002, n=501, Precision: 0.089
Thresh=0.0002, n=501, Recall: 0.844
Thresh=0.0002, n=501, F1 score: 0.160
Thresh=0.0002, n=501, AUROC score: 0.853
Thresh=0.0003, n=492, Accuracy: 0.866
Thresh=0.0003, n=492, Precision: 0.092
Thresh=0.0003, n=492, Recall: 0.844
Thresh=0.0003, n=492, F1 score: 0.165
Thresh=0.0003, n=492, AUROC score: 0.855
Thresh=0.0004, n=482, Accuracy: 0.875
Thresh=0.0004, n=482, Precision: 0.097
Thresh=0.0004, n=482, Recall: 0.844
Thresh=0.0004, n=482, F1 score: 0.175
Thresh=0.0004, n=482, AUROC score: 0.860
Thresh=0.0005, n=462, Accuracy: 0.867
Thresh=0.0005, n=462, Precision: 0.092
Thresh=0.0005, n=462, Recall: 0.844
Thresh=0.0005, n=462, F1 score: 0.166
Thresh=0.0005, n=462, AUROC score: 0.856
Thresh=0.0006, n=438, Accuracy: 0.865
Thresh=0.0006, n=438, Precision: 0.091
Thresh=0.0006, n=438, Recall: 0.844
Thresh=0.0006, n=438, F1 score: 0.165
Thresh=0.0006, n=438, AUROC score: 0.855
Thresh=0.0007, n=401, Accuracy: 0.867
Thresh=0.0007, n=401, Precision: 0.092
Thresh=0.0007, n=401, Recall: 0.844
Thresh=0.0007, n=401, F1 score: 0.166
Thresh=0.0007, n=401, AUROC score: 0.856
Thresh=0.0008, n=374, Accuracy: 0.872
Thresh=0.0008, n=374, Precision: 0.096
Thresh=0.0008, n=374, Recall: 0.844
Thresh=0.0008, n=374, F1 score: 0.172
Thresh=0.0008, n=374, AUROC score: 0.858
Thresh=0.0009, n=351, Accuracy: 0.869
Thresh=0.0009, n=351, Precision: 0.097
Thresh=0.0009, n=351, Recall: 0.875
Thresh=0.0009, n=351, F1 score: 0.174
Thresh=0.0009, n=351, AUROC score: 0.872
Thresh=0.0010, n=324, Accuracy: 0.866
Thresh=0.0010, n=324, Precision: 0.092
Thresh=0.0010, n=324, Recall: 0.844
Thresh=0.0010, n=324, F1 score: 0.166
Thresh=0.0010, n=324, AUROC score: 0.855
Thresh=0.0011, n=303, Accuracy: 0.864
Thresh=0.0011, n=303, Precision: 0.093
Thresh=0.0011, n=303, Recall: 0.875
Thresh=0.0011, n=303, F1 score: 0.168
Thresh=0.0011, n=303, AUROC score: 0.869
Thresh=0.0012, n=282, Accuracy: 0.864
Thresh=0.0012, n=282, Precision: 0.093
Thresh=0.0012, n=282, Recall: 0.875
Thresh=0.0012, n=282, F1 score: 0.168
Thresh=0.0012, n=282, AUROC score: 0.869
Thresh=0.0013, n=258, Accuracy: 0.870
Thresh=0.0013, n=258, Precision: 0.094
Thresh=0.0013, n=258, Recall: 0.844
Thresh=0.0013, n=258, F1 score: 0.170
Thresh=0.0013, n=258, AUROC score: 0.857
Thresh=0.0014, n=239, Accuracy: 0.868
Thresh=0.0014, n=239, Precision: 0.090
Thresh=0.0014, n=239, Recall: 0.812
Thresh=0.0014, n=239, F1 score: 0.162
Thresh=0.0014, n=239, AUROC score: 0.841
Thresh=0.0015, n=224, Accuracy: 0.877
Thresh=0.0015, n=224, Precision: 0.099
Thresh=0.0015, n=224, Recall: 0.844
Thresh=0.0015, n=224, F1 score: 0.177
Thresh=0.0015, n=224, AUROC score: 0.861
Thresh=0.0016, n=212, Accuracy: 0.876
Thresh=0.0016, n=212, Precision: 0.101
Thresh=0.0016, n=212, Recall: 0.875
Thresh=0.0016, n=212, F1 score: 0.181
Thresh=0.0016, n=212, AUROC score: 0.875
Thresh=0.0017, n=197, Accuracy: 0.872
Thresh=0.0017, n=197, Precision: 0.098
Thresh=0.0017, n=197, Recall: 0.875
Thresh=0.0017, n=197, F1 score: 0.177
Thresh=0.0017, n=197, AUROC score: 0.873
Thresh=0.0018, n=185, Accuracy: 0.871
Thresh=0.0018, n=185, Precision: 0.098
Thresh=0.0018, n=185, Recall: 0.875
Thresh=0.0018, n=185, F1 score: 0.176
Thresh=0.0018, n=185, AUROC score: 0.873
Thresh=0.0019, n=168, Accuracy: 0.880
Thresh=0.0019, n=168, Precision: 0.104
Thresh=0.0019, n=168, Recall: 0.875
Thresh=0.0019, n=168, F1 score: 0.187
Thresh=0.0019, n=168, AUROC score: 0.878
Thresh=0.0020, n=157, Accuracy: 0.868
Thresh=0.0020, n=157, Precision: 0.096
Thresh=0.0020, n=157, Recall: 0.875
Thresh=0.0020, n=157, F1 score: 0.172
Thresh=0.0020, n=157, AUROC score: 0.871
Thresh=0.0021, n=149, Accuracy: 0.876
Thresh=0.0021, n=149, Precision: 0.099
Thresh=0.0021, n=149, Recall: 0.844
Thresh=0.0021, n=149, F1 score: 0.176
Thresh=0.0021, n=149, AUROC score: 0.860
Thresh=0.0022, n=139, Accuracy: 0.871
Thresh=0.0022, n=139, Precision: 0.098
Thresh=0.0022, n=139, Recall: 0.875
Thresh=0.0022, n=139, F1 score: 0.176
Thresh=0.0022, n=139, AUROC score: 0.873
Thresh=0.0023, n=132, Accuracy: 0.864
Thresh=0.0023, n=132, Precision: 0.093
Thresh=0.0023, n=132, Recall: 0.875
Thresh=0.0023, n=132, F1 score: 0.168
Thresh=0.0023, n=132, AUROC score: 0.869
Thresh=0.0024, n=127, Accuracy: 0.867
Thresh=0.0024, n=127, Precision: 0.095
Thresh=0.0024, n=127, Recall: 0.875
Thresh=0.0024, n=127, F1 score: 0.172
Thresh=0.0024, n=127, AUROC score: 0.871
Thresh=0.0025, n=119, Accuracy: 0.862
Thresh=0.0025, n=119, Precision: 0.092
Thresh=0.0025, n=119, Recall: 0.875
Thresh=0.0025, n=119, F1 score: 0.166
Thresh=0.0025, n=119, AUROC score: 0.868
Thresh=0.0026, n=110, Accuracy: 0.862
Thresh=0.0026, n=110, Precision: 0.089
Thresh=0.0026, n=110, Recall: 0.844
Thresh=0.0026, n=110, F1 score: 0.161
Thresh=0.0026, n=110, AUROC score: 0.853
Thresh=0.0027, n=107, Accuracy: 0.874
Thresh=0.0027, n=107, Precision: 0.097
Thresh=0.0027, n=107, Recall: 0.844
Thresh=0.0027, n=107, F1 score: 0.174
Thresh=0.0027, n=107, AUROC score: 0.859
Thresh=0.0028, n=104, Accuracy: 0.865
Thresh=0.0028, n=104, Precision: 0.094
Thresh=0.0028, n=104, Recall: 0.875
Thresh=0.0028, n=104, F1 score: 0.170
Thresh=0.0028, n=104, AUROC score: 0.870
Thresh=0.0029, n=101, Accuracy: 0.863
Thresh=0.0029, n=101, Precision: 0.092
Thresh=0.0029, n=101, Recall: 0.875
Thresh=0.0029, n=101, F1 score: 0.167
Thresh=0.0029, n=101, AUROC score: 0.869
Thresh=0.0030, n=98, Accuracy: 0.866
Thresh=0.0030, n=98, Precision: 0.094
Thresh=0.0030, n=98, Recall: 0.875
Thresh=0.0030, n=98, F1 score: 0.170
Thresh=0.0030, n=98, AUROC score: 0.870
Thresh=0.0031, n=91, Accuracy: 0.863
Thresh=0.0031, n=91, Precision: 0.089
Thresh=0.0031, n=91, Recall: 0.844
Thresh=0.0031, n=91, F1 score: 0.162
Thresh=0.0031, n=91, AUROC score: 0.853
Thresh=0.0032, n=87, Accuracy: 0.852
Thresh=0.0032, n=87, Precision: 0.086
Thresh=0.0032, n=87, Recall: 0.875
Thresh=0.0032, n=87, F1 score: 0.156
Thresh=0.0032, n=87, AUROC score: 0.863
Thresh=0.0033, n=79, Accuracy: 0.855
Thresh=0.0033, n=79, Precision: 0.088
Thresh=0.0033, n=79, Recall: 0.875
Thresh=0.0033, n=79, F1 score: 0.160
Thresh=0.0033, n=79, AUROC score: 0.865
Thresh=0.0034, n=77, Accuracy: 0.844
Thresh=0.0034, n=77, Precision: 0.079
Thresh=0.0034, n=77, Recall: 0.844
Thresh=0.0034, n=77, F1 score: 0.145
Thresh=0.0034, n=77, AUROC score: 0.844
Thresh=0.0035, n=72, Accuracy: 0.861
Thresh=0.0035, n=72, Precision: 0.089
Thresh=0.0035, n=72, Recall: 0.844
Thresh=0.0035, n=72, F1 score: 0.160
Thresh=0.0035, n=72, AUROC score: 0.853
Thresh=0.0036, n=71, Accuracy: 0.860
Thresh=0.0036, n=71, Precision: 0.088
Thresh=0.0036, n=71, Recall: 0.844
Thresh=0.0036, n=71, F1 score: 0.159
Thresh=0.0036, n=71, AUROC score: 0.852
Thresh=0.0037, n=67, Accuracy: 0.861
Thresh=0.0037, n=67, Precision: 0.091
Thresh=0.0037, n=67, Recall: 0.875
Thresh=0.0037, n=67, F1 score: 0.165
Thresh=0.0037, n=67, AUROC score: 0.868
Thresh=0.0038, n=65, Accuracy: 0.859
Thresh=0.0038, n=65, Precision: 0.087
Thresh=0.0038, n=65, Recall: 0.844
Thresh=0.0038, n=65, F1 score: 0.158
Thresh=0.0038, n=65, AUROC score: 0.851
Thresh=0.0039, n=62, Accuracy: 0.858
Thresh=0.0039, n=62, Precision: 0.087
Thresh=0.0039, n=62, Recall: 0.844
Thresh=0.0039, n=62, F1 score: 0.157
Thresh=0.0039, n=62, AUROC score: 0.851
Thresh=0.0040, n=60, Accuracy: 0.864
Thresh=0.0040, n=60, Precision: 0.090
Thresh=0.0040, n=60, Recall: 0.844
Thresh=0.0040, n=60, F1 score: 0.163
Thresh=0.0040, n=60, AUROC score: 0.854
Thresh=0.0041, n=56, Accuracy: 0.852
Thresh=0.0041, n=56, Precision: 0.083
Thresh=0.0041, n=56, Recall: 0.844
Thresh=0.0041, n=56, F1 score: 0.152
Thresh=0.0041, n=56, AUROC score: 0.848
Thresh=0.0042, n=53, Accuracy: 0.841
Thresh=0.0042, n=53, Precision: 0.076
Thresh=0.0042, n=53, Recall: 0.812
Thresh=0.0042, n=53, F1 score: 0.138
Thresh=0.0042, n=53, AUROC score: 0.827
Thresh=0.0043, n=50, Accuracy: 0.841
Thresh=0.0043, n=50, Precision: 0.073
Thresh=0.0043, n=50, Recall: 0.781
Thresh=0.0043, n=50, F1 score: 0.134
Thresh=0.0043, n=50, AUROC score: 0.812
Thresh=0.0044, n=49, Accuracy: 0.838
Thresh=0.0044, n=49, Precision: 0.074
Thresh=0.0044, n=49, Recall: 0.812
Thresh=0.0044, n=49, F1 score: 0.136
Thresh=0.0044, n=49, AUROC score: 0.826
Thresh=0.0045, n=46, Accuracy: 0.841
Thresh=0.0045, n=46, Precision: 0.076
Thresh=0.0045, n=46, Recall: 0.812
Thresh=0.0045, n=46, F1 score: 0.138
Thresh=0.0045, n=46, AUROC score: 0.827
Thresh=0.0046, n=43, Accuracy: 0.841
Thresh=0.0046, n=43, Precision: 0.078
Thresh=0.0046, n=43, Recall: 0.844
Thresh=0.0046, n=43, F1 score: 0.143
Thresh=0.0046, n=43, AUROC score: 0.843
Thresh=0.0048, n=40, Accuracy: 0.839
Thresh=0.0048, n=40, Precision: 0.077
Thresh=0.0048, n=40, Recall: 0.844
Thresh=0.0048, n=40, F1 score: 0.142
Thresh=0.0048, n=40, AUROC score: 0.842
Thresh=0.0049, n=35, Accuracy: 0.847
Thresh=0.0049, n=35, Precision: 0.076
Thresh=0.0049, n=35, Recall: 0.781
Thresh=0.0049, n=35, F1 score: 0.138
Thresh=0.0049, n=35, AUROC score: 0.815
Thresh=0.0050, n=34, Accuracy: 0.851
Thresh=0.0050, n=34, Precision: 0.078
Thresh=0.0050, n=34, Recall: 0.781
Thresh=0.0050, n=34, F1 score: 0.142
Thresh=0.0050, n=34, AUROC score: 0.817
Thresh=0.0052, n=32, Accuracy: 0.859
Thresh=0.0052, n=32, Precision: 0.082
Thresh=0.0052, n=32, Recall: 0.781
Thresh=0.0052, n=32, F1 score: 0.148
Thresh=0.0052, n=32, AUROC score: 0.821
Thresh=0.0053, n=30, Accuracy: 0.857
Thresh=0.0053, n=30, Precision: 0.081
Thresh=0.0053, n=30, Recall: 0.781
Thresh=0.0053, n=30, F1 score: 0.146
Thresh=0.0053, n=30, AUROC score: 0.820
Thresh=0.0055, n=30, Accuracy: 0.858
Thresh=0.0055, n=30, Precision: 0.081
Thresh=0.0055, n=30, Recall: 0.781
Thresh=0.0055, n=30, F1 score: 0.147
Thresh=0.0055, n=30, AUROC score: 0.820
Thresh=0.0056, n=28, Accuracy: 0.854
Thresh=0.0056, n=28, Precision: 0.079
Thresh=0.0056, n=28, Recall: 0.781
Thresh=0.0056, n=28, F1 score: 0.144
Thresh=0.0056, n=28, AUROC score: 0.818
Thresh=0.0057, n=27, Accuracy: 0.842
Thresh=0.0057, n=27, Precision: 0.074
Thresh=0.0057, n=27, Recall: 0.781
Thresh=0.0057, n=27, F1 score: 0.135
Thresh=0.0057, n=27, AUROC score: 0.812
Thresh=0.0058, n=24, Accuracy: 0.849
Thresh=0.0058, n=24, Precision: 0.079
Thresh=0.0058, n=24, Recall: 0.812
Thresh=0.0058, n=24, F1 score: 0.144
Thresh=0.0058, n=24, AUROC score: 0.831
Thresh=0.0060, n=23, Accuracy: 0.854
Thresh=0.0060, n=23, Precision: 0.079
Thresh=0.0060, n=23, Recall: 0.781
Thresh=0.0060, n=23, F1 score: 0.144
Thresh=0.0060, n=23, AUROC score: 0.818
Thresh=0.0061, n=22, Accuracy: 0.844
Thresh=0.0061, n=22, Precision: 0.077
Thresh=0.0061, n=22, Recall: 0.812
Thresh=0.0061, n=22, F1 score: 0.141
Thresh=0.0061, n=22, AUROC score: 0.829
Thresh=0.0063, n=21, Accuracy: 0.845
Thresh=0.0063, n=21, Precision: 0.077
Thresh=0.0063, n=21, Recall: 0.812
Thresh=0.0063, n=21, F1 score: 0.141
Thresh=0.0063, n=21, AUROC score: 0.829
Thresh=0.0064, n=20, Accuracy: 0.835
Thresh=0.0064, n=20, Precision: 0.073
Thresh=0.0064, n=20, Recall: 0.812
Thresh=0.0064, n=20, F1 score: 0.134
Thresh=0.0064, n=20, AUROC score: 0.824
Thresh=0.0065, n=18, Accuracy: 0.846
Thresh=0.0065, n=18, Precision: 0.078
Thresh=0.0065, n=18, Recall: 0.812
Thresh=0.0065, n=18, F1 score: 0.142
Thresh=0.0065, n=18, AUROC score: 0.830
Thresh=0.0069, n=17, Accuracy: 0.850
Thresh=0.0069, n=17, Precision: 0.080
Thresh=0.0069, n=17, Recall: 0.812
Thresh=0.0069, n=17, F1 score: 0.145
Thresh=0.0069, n=17, AUROC score: 0.831
Thresh=0.0070, n=13, Accuracy: 0.875
Thresh=0.0070, n=13, Precision: 0.089
Thresh=0.0070, n=13, Recall: 0.750
Thresh=0.0070, n=13, F1 score: 0.158
Thresh=0.0070, n=13, AUROC score: 0.813
Thresh=0.0071, n=13, Accuracy: 0.879
Thresh=0.0071, n=13, Precision: 0.091
Thresh=0.0071, n=13, Recall: 0.750
Thresh=0.0071, n=13, F1 score: 0.163
Thresh=0.0071, n=13, AUROC score: 0.815
Thresh=0.0074, n=11, Accuracy: 0.887
Thresh=0.0074, n=11, Precision: 0.094
Thresh=0.0074, n=11, Recall: 0.719
Thresh=0.0074, n=11, F1 score: 0.166
Thresh=0.0074, n=11, AUROC score: 0.804
Thresh=0.0075, n=9, Accuracy: 0.886
Thresh=0.0075, n=9, Precision: 0.093
Thresh=0.0075, n=9, Recall: 0.719
Thresh=0.0075, n=9, F1 score: 0.165
Thresh=0.0075, n=9, AUROC score: 0.804
Thresh=0.0082, n=9, Accuracy: 0.887
Thresh=0.0082, n=9, Precision: 0.094
Thresh=0.0082, n=9, Recall: 0.719
Thresh=0.0082, n=9, F1 score: 0.167
Thresh=0.0082, n=9, AUROC score: 0.804
Thresh=0.0084, n=7, Accuracy: 0.831
Thresh=0.0084, n=7, Precision: 0.071
Thresh=0.0084, n=7, Recall: 0.812
Thresh=0.0084, n=7, F1 score: 0.131
Thresh=0.0084, n=7, AUROC score: 0.822
Thresh=0.0085, n=6, Accuracy: 0.947
Thresh=0.0085, n=6, Precision: 0.143
Thresh=0.0085, n=6, Recall: 0.469
Thresh=0.0085, n=6, F1 score: 0.219
Thresh=0.0085, n=6, AUROC score: 0.712
Thresh=0.0096, n=5, Accuracy: 0.973
Thresh=0.0096, n=5, Precision: 0.227
Thresh=0.0096, n=5, Recall: 0.312
Thresh=0.0096, n=5, F1 score: 0.263
Thresh=0.0096, n=5, AUROC score: 0.648
Thresh=0.0102, n=5, Accuracy: 0.973
Thresh=0.0102, n=5, Precision: 0.227
Thresh=0.0102, n=5, Recall: 0.312
Thresh=0.0102, n=5, F1 score: 0.263
Thresh=0.0102, n=5, AUROC score: 0.648
Thresh=0.0110, n=3, Accuracy: 0.980
Thresh=0.0110, n=3, Precision: 0.320
Thresh=0.0110, n=3, Recall: 0.250
Thresh=0.0110, n=3, F1 score: 0.281
Thresh=0.0110, n=3, AUROC score: 0.621
Thresh=0.0113, n=3, Accuracy: 0.980
Thresh=0.0113, n=3, Precision: 0.320
Thresh=0.0113, n=3, Recall: 0.250
Thresh=0.0113, n=3, F1 score: 0.281
Thresh=0.0113, n=3, AUROC score: 0.621
Thresh=0.0147, n=1, Accuracy: 0.984
Thresh=0.0147, n=1, Precision: 0.000
Thresh=0.0147, n=1, Recall: 0.000
Thresh=0.0147, n=1, F1 score: 0.000
Thresh=0.0147, n=1, AUROC score: 0.500
Thresh=0.0000, n=2086, Accuracy: 0.868
Thresh=0.0000, n=2086, Precision: 0.096
Thresh=0.0000, n=2086, Recall: 0.875
Thresh=0.0000, n=2086, F1 score: 0.172
Thresh=0.0000, n=2086, AUROC score: 0.871
Thresh=0.0001, n=509, Accuracy: 0.865
Thresh=0.0001, n=509, Precision: 0.088
Thresh=0.0001, n=509, Recall: 0.812
Thresh=0.0001, n=509, F1 score: 0.160
Thresh=0.0001, n=509, AUROC score: 0.839
Thresh=0.0002, n=506, Accuracy: 0.872
Thresh=0.0002, n=506, Precision: 0.095
Thresh=0.0002, n=506, Recall: 0.844
Thresh=0.0002, n=506, F1 score: 0.171
Thresh=0.0002, n=506, AUROC score: 0.858
Thresh=0.0003, n=496, Accuracy: 0.869
Thresh=0.0003, n=496, Precision: 0.088
Thresh=0.0003, n=496, Recall: 0.781
Thresh=0.0003, n=496, F1 score: 0.158
Thresh=0.0003, n=496, AUROC score: 0.826
Thresh=0.0004, n=480, Accuracy: 0.877
Thresh=0.0004, n=480, Precision: 0.096
Thresh=0.0004, n=480, Recall: 0.812
Thresh=0.0004, n=480, F1 score: 0.172
Thresh=0.0004, n=480, AUROC score: 0.845
Thresh=0.0005, n=447, Accuracy: 0.878
Thresh=0.0005, n=447, Precision: 0.100
Thresh=0.0005, n=447, Recall: 0.844
Thresh=0.0005, n=447, F1 score: 0.178
Thresh=0.0005, n=447, AUROC score: 0.861
Thresh=0.0006, n=424, Accuracy: 0.872
Thresh=0.0006, n=424, Precision: 0.093
Thresh=0.0006, n=424, Recall: 0.812
Thresh=0.0006, n=424, F1 score: 0.166
Thresh=0.0006, n=424, AUROC score: 0.843
Thresh=0.0007, n=393, Accuracy: 0.876
Thresh=0.0007, n=393, Precision: 0.096
Thresh=0.0007, n=393, Recall: 0.812
Thresh=0.0007, n=393, F1 score: 0.171
Thresh=0.0007, n=393, AUROC score: 0.845
Thresh=0.0008, n=369, Accuracy: 0.876
Thresh=0.0008, n=369, Precision: 0.096
Thresh=0.0008, n=369, Recall: 0.812
Thresh=0.0008, n=369, F1 score: 0.171
Thresh=0.0008, n=369, AUROC score: 0.845
Thresh=0.0009, n=337, Accuracy: 0.877
Thresh=0.0009, n=337, Precision: 0.096
Thresh=0.0009, n=337, Recall: 0.812
Thresh=0.0009, n=337, F1 score: 0.172
Thresh=0.0009, n=337, AUROC score: 0.845
Thresh=0.0010, n=317, Accuracy: 0.872
Thresh=0.0010, n=317, Precision: 0.095
Thresh=0.0010, n=317, Recall: 0.844
Thresh=0.0010, n=317, F1 score: 0.171
Thresh=0.0010, n=317, AUROC score: 0.858
Thresh=0.0011, n=285, Accuracy: 0.879
Thresh=0.0011, n=285, Precision: 0.095
Thresh=0.0011, n=285, Recall: 0.781
Thresh=0.0011, n=285, F1 score: 0.169
Thresh=0.0011, n=285, AUROC score: 0.831
Thresh=0.0012, n=267, Accuracy: 0.878
Thresh=0.0012, n=267, Precision: 0.094
Thresh=0.0012, n=267, Recall: 0.781
Thresh=0.0012, n=267, F1 score: 0.167
Thresh=0.0012, n=267, AUROC score: 0.830
Thresh=0.0013, n=250, Accuracy: 0.873
Thresh=0.0013, n=250, Precision: 0.096
Thresh=0.0013, n=250, Recall: 0.844
Thresh=0.0013, n=250, F1 score: 0.173
Thresh=0.0013, n=250, AUROC score: 0.859
Thresh=0.0014, n=234, Accuracy: 0.876
Thresh=0.0014, n=234, Precision: 0.092
Thresh=0.0014, n=234, Recall: 0.781
Thresh=0.0014, n=234, F1 score: 0.165
Thresh=0.0014, n=234, AUROC score: 0.829
Thresh=0.0015, n=222, Accuracy: 0.870
Thresh=0.0015, n=222, Precision: 0.091
Thresh=0.0015, n=222, Recall: 0.812
Thresh=0.0015, n=222, F1 score: 0.164
Thresh=0.0015, n=222, AUROC score: 0.842
Thresh=0.0016, n=208, Accuracy: 0.872
Thresh=0.0016, n=208, Precision: 0.093
Thresh=0.0016, n=208, Recall: 0.812
Thresh=0.0016, n=208, F1 score: 0.167
Thresh=0.0016, n=208, AUROC score: 0.843
Thresh=0.0017, n=203, Accuracy: 0.877
Thresh=0.0017, n=203, Precision: 0.099
Thresh=0.0017, n=203, Recall: 0.844
Thresh=0.0017, n=203, F1 score: 0.177
Thresh=0.0017, n=203, AUROC score: 0.860
Thresh=0.0018, n=190, Accuracy: 0.880
Thresh=0.0018, n=190, Precision: 0.101
Thresh=0.0018, n=190, Recall: 0.844
Thresh=0.0018, n=190, F1 score: 0.181
Thresh=0.0018, n=190, AUROC score: 0.862
Thresh=0.0019, n=173, Accuracy: 0.872
Thresh=0.0019, n=173, Precision: 0.093
Thresh=0.0019, n=173, Recall: 0.812
Thresh=0.0019, n=173, F1 score: 0.167
Thresh=0.0019, n=173, AUROC score: 0.843
Thresh=0.0020, n=164, Accuracy: 0.868
Thresh=0.0020, n=164, Precision: 0.090
Thresh=0.0020, n=164, Recall: 0.812
Thresh=0.0020, n=164, F1 score: 0.162
Thresh=0.0020, n=164, AUROC score: 0.841
Thresh=0.0021, n=154, Accuracy: 0.872
Thresh=0.0021, n=154, Precision: 0.093
Thresh=0.0021, n=154, Recall: 0.812
Thresh=0.0021, n=154, F1 score: 0.167
Thresh=0.0021, n=154, AUROC score: 0.843
Thresh=0.0022, n=148, Accuracy: 0.866
Thresh=0.0022, n=148, Precision: 0.095
Thresh=0.0022, n=148, Recall: 0.875
Thresh=0.0022, n=148, F1 score: 0.171
Thresh=0.0022, n=148, AUROC score: 0.871
Thresh=0.0023, n=139, Accuracy: 0.849
Thresh=0.0023, n=139, Precision: 0.082
Thresh=0.0023, n=139, Recall: 0.844
Thresh=0.0023, n=139, F1 score: 0.150
Thresh=0.0023, n=139, AUROC score: 0.847
Thresh=0.0024, n=132, Accuracy: 0.843
Thresh=0.0024, n=132, Precision: 0.081
Thresh=0.0024, n=132, Recall: 0.875
Thresh=0.0024, n=132, F1 score: 0.149
Thresh=0.0024, n=132, AUROC score: 0.859
Thresh=0.0025, n=127, Accuracy: 0.836
Thresh=0.0025, n=127, Precision: 0.076
Thresh=0.0025, n=127, Recall: 0.844
Thresh=0.0025, n=127, F1 score: 0.139
Thresh=0.0025, n=127, AUROC score: 0.840
Thresh=0.0026, n=119, Accuracy: 0.854
Thresh=0.0026, n=119, Precision: 0.079
Thresh=0.0026, n=119, Recall: 0.781
Thresh=0.0026, n=119, F1 score: 0.144
Thresh=0.0026, n=119, AUROC score: 0.818
Thresh=0.0027, n=115, Accuracy: 0.844
Thresh=0.0027, n=115, Precision: 0.077
Thresh=0.0027, n=115, Recall: 0.812
Thresh=0.0027, n=115, F1 score: 0.141
Thresh=0.0027, n=115, AUROC score: 0.829
Thresh=0.0028, n=111, Accuracy: 0.835
Thresh=0.0028, n=111, Precision: 0.073
Thresh=0.0028, n=111, Recall: 0.812
Thresh=0.0028, n=111, F1 score: 0.134
Thresh=0.0028, n=111, AUROC score: 0.824
Thresh=0.0029, n=104, Accuracy: 0.849
Thresh=0.0029, n=104, Precision: 0.079
Thresh=0.0029, n=104, Recall: 0.812
Thresh=0.0029, n=104, F1 score: 0.144
Thresh=0.0029, n=104, AUROC score: 0.831
Thresh=0.0030, n=103, Accuracy: 0.844
Thresh=0.0030, n=103, Precision: 0.079
Thresh=0.0030, n=103, Recall: 0.844
Thresh=0.0030, n=103, F1 score: 0.145
Thresh=0.0030, n=103, AUROC score: 0.844
Thresh=0.0031, n=94, Accuracy: 0.846
Thresh=0.0031, n=94, Precision: 0.080
Thresh=0.0031, n=94, Recall: 0.844
Thresh=0.0031, n=94, F1 score: 0.147
Thresh=0.0031, n=94, AUROC score: 0.845
Thresh=0.0032, n=91, Accuracy: 0.845
Thresh=0.0032, n=91, Precision: 0.080
Thresh=0.0032, n=91, Recall: 0.844
Thresh=0.0032, n=91, F1 score: 0.146
Thresh=0.0032, n=91, AUROC score: 0.844
Thresh=0.0033, n=85, Accuracy: 0.835
Thresh=0.0033, n=85, Precision: 0.078
Thresh=0.0033, n=85, Recall: 0.875
Thresh=0.0033, n=85, F1 score: 0.143
Thresh=0.0033, n=85, AUROC score: 0.855
Thresh=0.0034, n=77, Accuracy: 0.838
Thresh=0.0034, n=77, Precision: 0.072
Thresh=0.0034, n=77, Recall: 0.781
Thresh=0.0034, n=77, F1 score: 0.132
Thresh=0.0034, n=77, AUROC score: 0.810
Thresh=0.0035, n=76, Accuracy: 0.834
Thresh=0.0035, n=76, Precision: 0.068
Thresh=0.0035, n=76, Recall: 0.750
Thresh=0.0035, n=76, F1 score: 0.124
Thresh=0.0035, n=76, AUROC score: 0.793
Thresh=0.0036, n=74, Accuracy: 0.871
Thresh=0.0036, n=74, Precision: 0.086
Thresh=0.0036, n=74, Recall: 0.750
Thresh=0.0036, n=74, F1 score: 0.155
